Order ID,OrderDate,Customer Name Index,Channel,Currency Code,Code,Region ID,Product ID,Quantity,Unit Price, Unit Cost
11024,03-01-2019,47,Industries,Euro,INX005RT,64,25,7,1078.7,906.108
11025,03-01-2019,28,Industries,Euro,INX005RT,30,15,9,2217.7,1596.744
11026,03-01-2019,10,Import,Euro,INX005RT,65,19,8,3825.7,2601.476
11027,03-01-2019,88,Industries,Euro,INX005RT,62,25,11,1038.5,633.485
11028,03-01-2019,145,Industries,Euro,INX005RT,8,25,6,247.9,123.95
11029,03-01-2019,77,Import,Euro,INX005RT,20,16,12,3845.8,2230.564
11030,03-01-2019,118,Industries,Euro,INX005RT,53,3,7,2539.3,1625.152
11031,03-01-2019,7,Industries,Euro,INX005RT,44,20,12,234.5,189.945
11032,03-01-2019,163,Industries,Euro,INX005RT,39,2,5,1943,1651.55
11033,03-01-2019,112,Import,Euro,INX005RT,13,14,10,1058.6,666.918
11034,03-01-2019,100,Industries,Euro,INX005RT,29,12,10,2532.6,1696.842
11035,03-01-2019,126,Import,Euro,INX005RT,66,4,9,2720.2,1251.292
11036,03-01-2019,130,Import,Euro,INX005RT,11,2,7,3899.4,1598.754
11037,03-01-2019,134,Export,Euro,INX005RT,7,13,10,2391.9,1363.383
11038,03-01-2019,59,Import,Euro,INX005RT,8,26,7,3966.4,2379.84
11039,03-01-2019,44,Import,Euro,ZAQ890,4,15,5,3852.5,1695.1
11040,03-01-2019,80,Industries,Euro,AXT87U,63,13,11,783.9,399.789
11041,03-01-2019,119,Industries,Euro,NVG256YT,66,10,9,6050.1,3025.05
11042,04-01-2019,26,Import,Euro,INX005RT,61,25,11,3946.3,2012.613
11043,04-01-2019,6,Industries,Euro,INX005RT,24,14,5,180.9,130.248
11044,04-01-2019,81,Import,Euro,INX005RT,6,18,9,1159.1,533.186
11045,04-01-2019,28,Industries,Euro,INX005RT,52,3,12,167.5,103.85
11046,04-01-2019,123,Industries,Euro,INX005RT,15,15,5,1112.2,544.978
11047,04-01-2019,142,Export,Euro,INX005RT,46,26,7,214.4,137.216
11048,04-01-2019,54,Industries,Euro,INX005RT,45,21,11,1011.7,586.786
11049,04-01-2019,167,Import,Euro,INX005RT,31,28,8,2626.4,1365.728
11050,04-01-2019,34,Export,Euro,INX005RT,8,19,6,1065.3,777.669
11051,04-01-2019,79,Industries,Euro,INX005RT,33,13,5,1132.3,600.119
11052,04-01-2019,159,Industries,Euro,INX005RT,1,2,6,2418.7,1910.773
11053,04-01-2019,134,Export,Euro,NVG256YT,30,25,8,897.8,763.13
11054,04-01-2019,172,Export,Euro,INX005RT,25,13,11,871,418.08
11055,04-01-2019,157,Industries,Euro,INX005RT,21,4,10,737,449.57
11056,04-01-2019,73,Industries,Euro,INX005RT,2,8,8,2291.4,1260.27
11057,05-01-2019,84,Import,Euro,INX005RT,19,16,10,3959.7,3009.372
11058,05-01-2019,174,Industries,Euro,INX005RT,31,10,9,1775.5,994.28
11059,05-01-2019,46,Industries,Euro,INX005RT,37,25,6,3088.7,2069.429
11060,05-01-2019,9,Industries,Euro,INX005RT,66,14,7,6170.7,4998.267
11061,05-01-2019,143,Import,Euro,INX005RT,32,25,6,2532.6,1696.842
11062,05-01-2019,112,Industries,Euro,INX005RT,57,22,6,1112.2,778.54
11063,05-01-2019,12,Industries,Euro,INX005RT,40,2,10,1078.7,431.48
11064,05-01-2019,117,Industries,Euro,INX005RT,30,25,7,1145.7,515.565
11065,05-01-2019,144,Import,Euro,INX005RT,47,13,9,268,222.44
11066,05-01-2019,4,Industries,Euro,INX005RT,45,7,11,1031.8,588.126
11067,05-01-2019,82,Industries,Euro,ZAQ890,61,23,6,1025.1,635.562
11068,05-01-2019,39,Industries,Euro,AXT87U,29,30,5,3839.1,2956.107
11069,05-01-2019,129,Import,Euro,NVG256YT,9,25,5,1132.3,781.287
11070,06-01-2019,9,Import,Euro,INX005RT,30,29,6,1031.8,412.72
11071,06-01-2019,115,Industries,Euro,INX005RT,47,17,6,3370.1,2257.967
11072,06-01-2019,175,Industries,Euro,INX005RT,64,2,6,1206,964.8
11073,06-01-2019,33,Import,Euro,INX005RT,6,10,10,3939.6,1851.612
11074,06-01-2019,114,Industries,Euro,INX005RT,16,8,12,6559.3,3279.65
11075,06-01-2019,74,Industries,Euro,AXT87U,41,4,8,891.1,623.77
11076,06-01-2019,156,Import,Euro,INX005RT,44,15,5,1058.6,783.364
11077,06-01-2019,73,Import,Euro,INX005RT,64,10,7,1902.8,1065.568
11078,07-01-2019,31,Export,Euro,INX005RT,63,13,7,3912.8,2778.088
11079,07-01-2019,106,Industries,Euro,INX005RT,50,13,7,1159.1,788.188
11080,07-01-2019,148,Industries,Euro,NVG256YT,52,2,6,1782.2,1051.498
11081,07-01-2019,29,Import,Euro,ZAQ890,23,9,12,227.8,159.46
11082,07-01-2019,12,Export,Euro,NVG256YT,59,20,8,917.9,541.561
11083,07-01-2019,40,Industries,Euro,ZAQ890,62,13,11,1728.6,1175.448
11084,08-01-2019,111,Export,Euro,INX005RT,24,19,7,1065.3,724.404
11085,08-01-2019,125,Industries,Euro,INX005RT,25,30,12,1996.6,1637.212
11086,08-01-2019,9,Industries,Euro,INX005RT,44,13,9,1775.5,1473.665
11087,08-01-2019,20,Import,Euro,INX005RT,18,5,6,3966.4,1586.56
11088,08-01-2019,93,Industries,Euro,INX005RT,48,26,6,1105.5,851.235
11089,08-01-2019,51,Export,Euro,INX005RT,30,5,8,5561,2335.62
11090,08-01-2019,59,Industries,Euro,INX005RT,10,20,5,3939.6,2087.988
11091,08-01-2019,59,Import,Euro,INX005RT,56,17,5,2680,2117.2
11092,08-01-2019,37,Import,Euro,INX005RT,9,25,8,2525.9,1818.648
11093,08-01-2019,121,Industries,Euro,ZAQ890,6,27,7,3986.5,2989.875
11094,08-01-2019,97,Import,Euro,AXT87U,61,1,12,3825.7,3175.331
11095,08-01-2019,42,Industries,Euro,NVG256YT,52,29,11,1996.6,1098.13
11096,08-01-2019,109,Industries,Euro,AXT87U,52,6,10,1286.4,514.56
11097,08-01-2019,140,Industries,Euro,AXT87U,1,1,6,194.3,95.207
11098,08-01-2019,106,Industries,Euro,INX005RT,52,17,9,6190.8,3900.204
11099,09-01-2019,41,Export,Euro,INX005RT,34,14,10,1118.9,492.316
11100,09-01-2019,67,Industries,Euro,INX005RT,64,16,9,2237.8,1409.814
11101,09-01-2019,139,Import,Euro,INX005RT,43,4,12,2505.8,1954.524
11102,09-01-2019,15,Industries,Euro,INX005RT,39,26,9,1072,600.32
11103,09-01-2019,25,Industries,Euro,INX005RT,16,12,8,1051.9,557.507
11104,09-01-2019,45,Industries,Euro,AXT87U,37,3,10,1118.9,783.23
11105,10-01-2019,103,Industries,Euro,INX005RT,45,28,5,1105.5,740.685
11106,10-01-2019,34,Industries,Euro,INX005RT,22,24,7,187.6,146.328
11107,10-01-2019,152,Industries,Euro,INX005RT,53,21,9,1273,1043.86
11108,10-01-2019,7,Industries,Euro,INX005RT,48,9,11,3845.8,2615.144
11109,10-01-2019,138,Export,Euro,INX005RT,63,3,5,3631.4,1561.502
11110,10-01-2019,67,Import,Euro,INX005RT,34,15,6,3899.4,3275.496
11111,10-01-2019,51,Industries,Euro,AXT87U,38,23,5,1098.8,901.016
11112,10-01-2019,25,Industries,Euro,ZAQ890,55,5,7,3906.1,3046.758
11113,10-01-2019,82,Import,Euro,ZAQ890,43,26,9,5226,4442.1
11114,11-01-2019,63,Import,Euro,INX005RT,41,20,11,221.1,121.605
11115,11-01-2019,36,Export,Euro,INX005RT,54,3,12,1085.4,607.824
11116,11-01-2019,146,Industries,Euro,INX005RT,45,18,11,1159.1,602.732
11117,11-01-2019,100,Industries,Euro,INX005RT,45,26,7,2345,1219.4
11118,11-01-2019,110,Import,Euro,INX005RT,4,25,11,1125.6,619.08
11119,11-01-2019,155,Industries,Euro,INX005RT,9,22,7,790.6,490.172
11120,11-01-2019,107,Industries,Euro,INX005RT,64,4,7,1011.7,708.19
11121,11-01-2019,150,Import,Euro,NVG256YT,18,16,12,2244.5,1122.25
11122,11-01-2019,147,Import,Euro,INX005RT,13,3,5,1286.4,630.336
11123,11-01-2019,89,Import,Euro,INX005RT,21,25,12,864.3,535.866
11124,12-01-2019,149,Import,Euro,INX005RT,64,18,11,6103.7,2746.665
11125,12-01-2019,92,Import,Euro,INX005RT,59,13,11,1969.8,827.316
11126,12-01-2019,88,Industries,Euro,INX005RT,43,26,10,201,160.8
11127,12-01-2019,37,Industries,Euro,INX005RT,17,5,7,1065.3,862.893
11128,12-01-2019,72,Import,Euro,INX005RT,34,21,12,1045.2,480.792
11129,12-01-2019,65,Industries,Euro,INX005RT,27,16,7,3906.1,2538.965
11130,12-01-2019,151,Industries,Euro,INX005RT,60,1,5,4020,3095.4
11131,12-01-2019,155,Industries,Euro,INX005RT,20,5,10,1011.7,556.435
11132,12-01-2019,117,Import,Euro,AXT87U,10,14,10,998.3,808.623
11133,12-01-2019,144,Import,Euro,INX005RT,29,6,10,3899.4,3119.52
11134,13-01-2019,151,Import,Euro,INX005RT,11,22,10,1192.6,536.67
11135,13-01-2019,85,Industries,Euro,INX005RT,46,4,8,5547.6,4216.176
11136,13-01-2019,68,Industries,Euro,INX005RT,44,22,11,1051.9,515.431
11137,13-01-2019,41,Import,Euro,INX005RT,2,2,12,201,152.76
11138,13-01-2019,72,Import,Euro,INX005RT,24,24,6,3155.7,2240.547
11139,13-01-2019,113,Industries,Euro,INX005RT,29,25,5,3175.8,1905.48
11140,13-01-2019,129,Industries,Euro,INX005RT,45,13,5,2968.1,1187.24
11141,13-01-2019,109,Import,Euro,INX005RT,34,17,10,1876,1013.04
11142,13-01-2019,118,Import,Euro,INX005RT,36,13,10,2619.7,1938.578
11143,13-01-2019,156,Import,Euro,INX005RT,13,15,5,1058.6,783.364
11144,13-01-2019,65,Import,Euro,INX005RT,47,5,9,3939.6,2481.948
11145,13-01-2019,61,Import,Euro,INX005RT,45,25,8,2465.6,1873.856
11146,13-01-2019,48,Industries,Euro,INX005RT,29,17,11,871,540.02
11147,13-01-2019,164,Import,Euro,ZAQ890,43,23,8,1862.6,745.04
11148,13-01-2019,4,Export,Euro,INX005RT,23,13,11,2385.2,1765.048
11149,13-01-2019,122,Import,Euro,INX005RT,10,16,7,1125.6,697.872
11150,13-01-2019,42,Industries,Euro,AXT87U,15,9,6,1239.5,607.355
11151,13-01-2019,48,Import,Euro,INX005RT,62,16,12,3845.8,1615.236
11152,14-01-2019,115,Industries,Euro,INX005RT,42,25,7,3095.4,2012.01
11153,14-01-2019,82,Industries,Euro,INX005RT,66,2,8,891.1,739.613
11154,14-01-2019,72,Industries,Euro,INX005RT,49,11,10,1172.5,715.225
11155,14-01-2019,16,Industries,Euro,INX005RT,33,24,6,1822.4,1111.664
11156,14-01-2019,84,Industries,Euro,INX005RT,59,12,9,1105.5,773.85
11157,14-01-2019,117,Import,Euro,INX005RT,45,12,11,1025.1,635.562
11158,14-01-2019,92,Export,Euro,INX005RT,44,1,5,737,368.5
11159,14-01-2019,53,Export,Euro,INX005RT,3,2,10,1098.8,637.304
11160,14-01-2019,55,Import,Euro,INX005RT,36,20,6,737,302.17
11161,14-01-2019,75,Export,Euro,AXT87U,10,20,5,1775.5,1296.115
11162,14-01-2019,9,Import,Euro,INX005RT,14,27,6,1299.8,675.896
11163,14-01-2019,117,Industries,Euro,INX005RT,54,25,7,1145.7,515.565
11164,14-01-2019,58,Industries,Euro,INX005RT,27,19,7,3477.3,1390.92
11165,15-01-2019,46,Industries,Euro,INX005RT,19,6,7,703.5,316.575
11166,15-01-2019,127,Import,Euro,INX005RT,56,20,12,2532.6,1848.798
11167,15-01-2019,133,Industries,Euro,INX005RT,7,19,9,1098.8,483.472
11168,15-01-2019,7,Industries,Euro,INX005RT,10,13,5,3819,2405.97
11169,15-01-2019,116,Export,Euro,INX005RT,29,12,6,750.4,487.76
11170,15-01-2019,136,Industries,Euro,INX005RT,32,25,9,2445.5,1393.935
11171,15-01-2019,21,Industries,Euro,INX005RT,4,25,7,2479,2007.99
11172,15-01-2019,56,Import,Euro,INX005RT,60,10,7,1728.6,1071.732
11173,15-01-2019,151,Industries,Euro,INX005RT,31,27,8,247.9,114.034
11174,15-01-2019,81,Export,Euro,INX005RT,48,4,12,2934.6,1437.954
11175,15-01-2019,143,Industries,Euro,INX005RT,44,9,6,3879.3,2094.822
11176,15-01-2019,25,Export,Euro,INX005RT,23,2,7,2257.9,1106.371
11177,15-01-2019,2,Industries,Euro,INX005RT,47,15,7,3403.6,2688.844
11178,15-01-2019,174,Industries,Euro,AXT87U,33,5,12,1125.6,472.752
11179,15-01-2019,117,Export,Euro,ZAQ890,64,3,7,964.8,588.528
11180,15-01-2019,7,Import,Euro,INX005RT,52,13,10,3618,2930.58
11181,15-01-2019,99,Industries,Euro,NVG256YT,37,4,6,3845.8,1769.068
11182,15-01-2019,161,Export,Euro,INX005RT,55,6,10,917.9,514.024
11183,16-01-2019,125,Industries,Euro,INX005RT,47,13,7,1206,663.3
11184,16-01-2019,123,Industries,Euro,INX005RT,44,16,5,2271.3,1294.641
11185,16-01-2019,144,Industries,Euro,INX005RT,60,14,12,1842.5,902.825
11186,16-01-2019,22,Industries,Euro,INX005RT,63,5,5,207.7,145.39
11187,16-01-2019,163,Industries,Euro,INX005RT,62,14,10,1005,582.9
11188,16-01-2019,11,Export,Euro,INX005RT,20,2,7,254.6,175.674
11189,16-01-2019,131,Industries,Euro,INX005RT,15,13,7,1996.6,1557.348
11190,16-01-2019,54,Export,Euro,INX005RT,44,15,11,2432.1,1970.001
11191,16-01-2019,20,Industries,Euro,INX005RT,12,18,10,1038.5,737.335
11192,16-01-2019,13,Industries,Euro,INX005RT,51,26,8,1862.6,949.926
11193,17-01-2019,38,Export,Euro,INX005RT,36,13,8,1748.7,1101.681
11194,17-01-2019,101,Import,Euro,INX005RT,55,29,8,1078.7,755.09
11195,17-01-2019,41,Industries,Euro,INX005RT,39,12,6,884.4,689.832
11196,17-01-2019,137,Industries,Euro,INX005RT,9,17,10,1788.9,751.338
11197,17-01-2019,60,Industries,Euro,INX005RT,63,25,11,6358.3,3942.146
11198,17-01-2019,30,Import,Euro,INX005RT,18,8,5,1072,761.12
11199,17-01-2019,57,Industries,Euro,INX005RT,33,3,6,1983.2,1269.248
11200,17-01-2019,46,Import,Euro,INX005RT,62,22,7,5507.4,2533.404
11201,17-01-2019,56,Industries,Euro,AXT87U,13,13,5,3892.7,2102.058
11202,17-01-2019,84,Industries,Euro,NVG256YT,55,14,7,1139,683.4
11203,17-01-2019,138,Industries,Euro,AXT87U,14,5,12,897.8,673.35
11204,17-01-2019,104,Industries,Euro,INX005RT,57,1,9,3919.5,2978.82
11205,17-01-2019,67,Industries,Euro,ZAQ890,37,5,7,2499.1,1074.613
11206,18-01-2019,91,Industries,Euro,INX005RT,46,26,7,737,626.45
11207,18-01-2019,14,Industries,Euro,INX005RT,65,16,12,2224.4,1757.276
11208,18-01-2019,90,Industries,Euro,INX005RT,43,19,10,201,142.71
11209,18-01-2019,59,Industries,Euro,INX005RT,2,26,8,2512.5,1331.625
11210,18-01-2019,68,Import,Euro,INX005RT,64,4,7,3825.7,1874.593
11211,18-01-2019,112,Import,Euro,INX005RT,22,20,12,3966.4,1705.552
11212,18-01-2019,15,Industries,Euro,INX005RT,27,5,8,1038.5,726.95
11213,18-01-2019,60,Import,Euro,INX005RT,45,4,11,1005,532.65
11214,18-01-2019,161,Import,Euro,INX005RT,34,15,10,201,168.84
11215,18-01-2019,9,Industries,Euro,INX005RT,31,8,6,1842.5,1252.9
11216,18-01-2019,35,Industries,Euro,AXT87U,63,2,5,6231,4174.77
11217,18-01-2019,156,Import,Euro,INX005RT,20,12,10,2881,2362.42
11218,19-01-2019,167,Export,Euro,INX005RT,66,18,10,1005,683.4
11219,19-01-2019,100,Import,Euro,INX005RT,11,13,9,3926.2,3140.96
11220,19-01-2019,167,Industries,Euro,INX005RT,41,14,10,1085.4,662.094
11221,19-01-2019,22,Industries,Euro,INX005RT,20,17,5,944.7,755.76
11222,19-01-2019,152,Industries,Euro,INX005RT,19,4,8,2619.7,2174.351
11223,19-01-2019,135,Export,Euro,NVG256YT,46,25,8,991.6,634.624
11224,19-01-2019,118,Industries,Euro,INX005RT,7,15,6,2921.2,2307.748
11225,19-01-2019,61,Import,Euro,AXT87U,56,1,5,2800.6,1680.36
11226,19-01-2019,3,Import,Euro,ZAQ890,62,2,11,1929.6,868.32
11227,20-01-2019,167,Industries,Euro,INX005RT,10,29,7,1145.7,641.592
11228,20-01-2019,47,Industries,Euro,INX005RT,49,4,7,5272.9,4165.591
11229,20-01-2019,172,Import,Euro,INX005RT,15,22,9,187.6,138.824
11230,20-01-2019,41,Industries,Euro,INX005RT,8,1,9,1232.8,788.992
11231,20-01-2019,150,Export,Euro,INX005RT,59,19,9,2814,1997.94
11232,20-01-2019,145,Import,Euro,INX005RT,63,17,9,3852.5,2311.5
11233,20-01-2019,22,Industries,Euro,INX005RT,36,17,11,1192.6,632.078
11234,20-01-2019,119,Export,Euro,INX005RT,39,25,6,3671.6,1468.64
11235,20-01-2019,171,Industries,Euro,NVG256YT,26,18,5,3845.8,1730.61
11236,20-01-2019,98,Industries,Euro,INX005RT,60,13,8,844.2,641.592
11237,20-01-2019,147,Industries,Euro,ZAQ890,38,25,8,6157.3,4617.975
11238,21-01-2019,102,Export,Euro,INX005RT,8,5,9,5447.1,3540.615
11239,21-01-2019,89,Industries,Euro,INX005RT,14,14,5,1976.5,1462.61
11240,21-01-2019,155,Import,Euro,INX005RT,33,2,11,850.9,697.738
11241,21-01-2019,4,Industries,Euro,INX005RT,60,26,10,857.6,497.408
11242,21-01-2019,127,Industries,Euro,INX005RT,1,13,9,938,750.4
11243,21-01-2019,91,Industries,Euro,INX005RT,16,26,9,2278,1161.78
11244,21-01-2019,112,Industries,Euro,INX005RT,40,15,8,2311.5,1386.9
11245,21-01-2019,125,Import,Euro,INX005RT,21,13,5,1782.2,1497.048
11246,21-01-2019,106,Industries,Euro,INX005RT,61,18,8,1098.8,450.508
11247,21-01-2019,10,Import,Euro,AXT87U,17,17,10,2318.2,1553.194
11248,21-01-2019,113,Industries,Euro,INX005RT,27,29,6,1259.6,831.336
11249,21-01-2019,165,Import,Euro,ZAQ890,30,25,10,1085.4,759.78
11250,22-01-2019,164,Export,Euro,INX005RT,1,5,9,2740.3,1205.732
11251,22-01-2019,49,Export,Euro,INX005RT,47,1,12,917.9,523.203
11252,22-01-2019,67,Industries,Euro,INX005RT,17,13,8,1943,1224.09
11253,22-01-2019,155,Export,Euro,INX005RT,47,4,10,3839.1,2149.896
11254,22-01-2019,36,Industries,Euro,INX005RT,12,26,11,201,118.59
11255,22-01-2019,22,Industries,Euro,INX005RT,42,17,11,1192.6,632.078
11256,22-01-2019,124,Industries,Euro,INX005RT,30,3,10,1065.3,628.527
11257,22-01-2019,6,Industries,Euro,INX005RT,24,1,6,1159.1,869.325
11258,22-01-2019,28,Import,Euro,AXT87U,46,4,7,770.5,562.465
11259,22-01-2019,15,Export,Euro,INX005RT,2,14,10,1051.9,704.773
11260,23-01-2019,150,Industries,Euro,INX005RT,42,5,5,1051.9,746.849
11261,23-01-2019,76,Import,Euro,INX005RT,60,3,9,2425.4,1479.494
11262,23-01-2019,79,Export,Euro,INX005RT,2,19,7,938,712.88
11263,23-01-2019,78,Industries,Euro,INX005RT,22,20,5,1956.4,1584.684
11264,23-01-2019,24,Import,Euro,INX005RT,5,20,7,5473.9,2463.255
11265,23-01-2019,48,Import,Euro,AXT87U,54,26,12,2505.8,1904.408
11266,24-01-2019,138,Industries,Euro,INX005RT,60,1,8,857.6,686.08
11267,24-01-2019,115,Import,Euro,INX005RT,11,6,9,3825.7,3098.817
11268,24-01-2019,149,Industries,Euro,INX005RT,31,3,11,1755.4,754.822
11269,24-01-2019,124,Industries,Euro,ZAQ890,21,26,8,864.3,630.939
11270,24-01-2019,29,Industries,Euro,INX005RT,43,3,7,5654.8,3110.14
11271,24-01-2019,50,Import,Euro,INX005RT,23,28,6,3879.3,2599.131
11272,24-01-2019,23,Import,Euro,ZAQ890,55,5,5,3872.6,1897.574
11273,25-01-2019,168,Import,Euro,INX005RT,41,1,9,3457.2,1452.024
11274,25-01-2019,39,Industries,Euro,INX005RT,51,25,11,174.2,127.166
11275,25-01-2019,9,Export,Euro,INX005RT,15,5,9,1306.5,535.665
11276,25-01-2019,95,Industries,Euro,INX005RT,52,6,6,3906.1,2031.172
11277,25-01-2019,36,Import,Euro,INX005RT,15,5,11,5045.1,3027.06
11278,25-01-2019,30,Import,Euro,INX005RT,49,26,5,227.8,161.738
11279,25-01-2019,30,Industries,Euro,INX005RT,8,7,9,1876,1275.68
11280,25-01-2019,31,Industries,Euro,INX005RT,62,26,9,2338.3,1286.065
11281,25-01-2019,89,Export,Euro,INX005RT,43,25,10,3470.6,2845.892
11282,25-01-2019,49,Industries,Euro,INX005RT,11,2,5,1038.5,664.64
11283,25-01-2019,123,Industries,Euro,INX005RT,6,16,9,1862.6,1564.584
11284,26-01-2019,39,Industries,Euro,INX005RT,39,20,7,1996.6,1397.62
11285,26-01-2019,135,Industries,Euro,INX005RT,15,2,6,1172.5,809.025
11286,26-01-2019,84,Export,Euro,INX005RT,1,25,6,5815.6,3082.268
11287,26-01-2019,134,Industries,Euro,INX005RT,66,26,10,6311.4,4986.006
11288,26-01-2019,150,Industries,Euro,INX005RT,49,15,8,1092.1,589.734
11289,26-01-2019,81,Import,Euro,INX005RT,23,14,6,187.6,146.328
11290,26-01-2019,33,Industries,Euro,INX005RT,17,25,12,268,171.52
11291,26-01-2019,48,Import,Euro,INX005RT,51,1,9,6432,4373.76
11292,26-01-2019,74,Import,Euro,INX005RT,15,15,7,3865.9,1700.996
11293,26-01-2019,95,Import,Euro,INX005RT,50,6,9,1038.5,571.175
11294,26-01-2019,23,Import,Euro,INX005RT,44,15,7,6217.6,4974.08
11295,26-01-2019,103,Export,Euro,INX005RT,56,9,10,790.6,545.514
11296,26-01-2019,55,Industries,Euro,INX005RT,15,3,6,3966.4,2974.8
11297,26-01-2019,69,Import,Euro,INX005RT,17,30,9,884.4,548.328
11298,26-01-2019,151,Industries,Euro,AXT87U,62,20,7,2626.4,1339.464
11299,26-01-2019,91,Industries,Euro,INX005RT,3,26,9,2278,1161.78
11300,26-01-2019,141,Import,Euro,AXT87U,62,14,12,1755.4,1018.132
11301,26-01-2019,174,Industries,Euro,AXT87U,37,20,5,1025.1,420.291
11302,27-01-2019,70,Industries,Euro,INX005RT,63,10,7,1078.7,442.267
11303,27-01-2019,63,Import,Euro,INX005RT,30,27,11,3008.3,1594.399
11304,27-01-2019,95,Industries,Euro,INX005RT,35,11,5,1185.9,960.579
11305,27-01-2019,75,Import,Euro,INX005RT,30,25,7,1078.7,647.22
11306,27-01-2019,142,Import,Euro,INX005RT,27,25,12,670,408.7
11307,27-01-2019,125,Import,Euro,INX005RT,56,26,5,1333.3,986.642
11308,27-01-2019,106,Industries,Euro,INX005RT,25,18,8,1098.8,450.508
11309,27-01-2019,101,Import,Euro,INX005RT,14,19,12,1996.6,1677.144
11310,27-01-2019,127,Industries,Euro,INX005RT,41,19,11,2592.9,1192.734
11311,27-01-2019,107,Import,Euro,INX005RT,4,27,11,2606.3,1668.032
11312,27-01-2019,58,Import,Euro,INX005RT,29,16,7,1132.3,532.181
11313,27-01-2019,48,Industries,Euro,AXT87U,10,22,5,2552.7,1225.296
11314,27-01-2019,105,Industries,Euro,AXT87U,40,22,12,1038.5,508.865
11315,27-01-2019,27,Import,Euro,ZAQ890,56,12,7,2324.9,1069.454
11316,27-01-2019,120,Industries,Euro,NVG256YT,4,18,5,917.9,743.499
11317,27-01-2019,112,Industries,Euro,AXT87U,42,27,10,3932.9,2084.437
11318,28-01-2019,2,Industries,Euro,INX005RT,29,15,11,2231.1,1784.88
11319,28-01-2019,136,Import,Euro,INX005RT,56,25,8,1922.9,865.305
11320,28-01-2019,77,Industries,Euro,INX005RT,56,17,11,5628,4108.44
11321,28-01-2019,160,Export,Euro,INX005RT,7,19,11,167.5,78.725
11322,28-01-2019,88,Industries,Euro,INX005RT,50,4,12,3959.7,2811.387
11323,28-01-2019,158,Import,Euro,INX005RT,59,5,5,1025.1,697.068
11324,28-01-2019,113,Import,Euro,INX005RT,60,3,7,1145.7,836.361
11325,28-01-2019,39,Export,Euro,INX005RT,37,20,6,6277.9,4143.414
11326,28-01-2019,158,Industries,Euro,INX005RT,45,18,5,1078.7,776.664
11327,28-01-2019,100,Industries,Euro,INX005RT,32,4,10,5835.7,2509.351
11328,28-01-2019,106,Import,Euro,ZAQ890,20,5,11,6378.4,4783.8
11329,28-01-2019,90,Industries,Euro,INX005RT,10,4,7,3041.8,2555.112
11330,29-01-2019,64,Export,Euro,INX005RT,55,9,11,194.3,110.751
11331,29-01-2019,146,Industries,Euro,INX005RT,37,20,10,2566.1,1950.236
11332,29-01-2019,158,Import,Euro,INX005RT,49,24,7,1031.8,588.126
11333,29-01-2019,13,Industries,Euro,INX005RT,4,9,6,194.3,97.15
11334,29-01-2019,163,Industries,Euro,INX005RT,44,5,8,6304.7,5106.807
11335,29-01-2019,94,Export,Euro,INX005RT,37,17,6,5862.5,2872.625
11336,29-01-2019,70,Industries,Euro,INX005RT,34,1,5,3370.1,2527.575
11337,29-01-2019,49,Import,Euro,INX005RT,47,30,8,1045.2,710.736
11338,29-01-2019,50,Import,Euro,INX005RT,5,26,8,2499.1,1774.361
11339,29-01-2019,158,Import,Euro,INX005RT,40,26,10,1983.2,1189.92
11340,29-01-2019,59,Industries,Euro,INX005RT,50,25,10,3075.3,1722.168
